symbol,bars,avg_close,max_high,min_low,total_vol
PRITIKAUTO.NS,250,nan,20.99,10.41,55831516
SOLARINDS.NS,251,nan,22625.0,11646.0,37274187
IL&FSENGG.NS,249,nan,39.9,21.0,7946382
INFOBEAN.NS,251,nan,257.5,116.5,269856496
INNOVISION.NS,121,nan,470.0,246.2,26947150
IRCTC.NS,251,591.8826693227091,739.0,462.15,321515112
JAGSNPHARM.NS,251,nan,264.5,155.0,54336037
JINDALSAW.NS,252,nan,320.0,153.0,1067665944
JKCEMENT.NS,251,nan,7000.0,4671.5,21718583
JUBLINGREA.NS,252,nan,795.0,537.3,85049921
JYOTICNC.NS,252,nan,1058.85,580.1,251056350
KARURVYSYA.NS,252,nan,358.65,204.8,829212731
KCPSUGIND.NS,251,nan,36.47,21.45,54575782
KELLTONTEC.NS,251,nan,27.75,13.0,848897423
KHADIM.NS,251,nan,295.8,77.47,23190436
LEMERITE.NS,251,nan,107.57,19.52,133725991
LLOYDSME.NS,252,1501.6976198412701,2125.0,1042.9,132183120
LYKALABS.NS,249,nan,101.9,44.1,9765757
MADHUCON.NS,249,nan,8.55,3.61,9055640
MAMATA.NS,252,nan,515.0,297.0,44562889
GRAUWEIL.NS,107,nan,115.6,62.09,39629715
GRAVISSHO.NS,19,nan,42.7,27.9,1425456
GREENPANEL.NS,251,nan,333.8,152.91,90427921
GSLSU.NS,249,nan,139.67,23.06,50572954
GVPTECH.NS,249,nan,11.19,5.22,20486495
GYFTR.NS,46,nan,193.9,139.69,3498756
HBPOR.NS,19,nan,65.0,48.6,19058
HCG.NS,251,nan,804.65,513.3,52796627
HINDCON.NS,250,nan,37.75,15.66,7115110
HINDZINC.NS,252,561.6075396825397,733.0,433.55,1980722948
HITECHGEAR.NS,249,nan,897.45,521.25,675011
ICICIBANK.NS,252,1360.6420634920632,1480.0,1187.6,3465869260
RADICO.NS,251,3382.574898406375,4747.0,2500.0,101048221
RADIOCITY.NS,250,nan,9.25,4.5,27592507
SHARDAMOTR.NS,250,911.5896000000001,1189.9,700.0,16198916
SHEMAROO.NS,249,nan,143.0,73.0,4076915
SILLYMONKS.NS,248,18.19536290322581,28.45,14.61,7736824
SIMBHALS.NS,251,nan,14.95,6.47,4093818
MVELECTRO.NS,27,669.8111111111111,948.0,516.55,184172071
ICRA.NS,249,nan,6982.0,4665.6001,3283780
IFBIND.NS,251,nan,2019.8,883.2,21872501
IIFLCAPS.NS,251,nan,411.3,240.4,169158130
SPMLINFRA.NS,251,197.73689243027886,288.75,151.01,155608571
STEELCAS.NS,250,nan,364.0,176.02,33578481
STLTECH.NS,251,nan,897.45,84.6,1004681933
SUNFLAG.NS,252,nan,428.0,192.15,86178871
SUVIDHAA.NS,250,nan,4.25,1.77,28104982
SUZLON.NS,252,51.27757936507937,61.5,38.19,17781560296
SVLL.NS,249,nan,897.45,445.15,1509563
SWANCORP.NS,252,nan,506.0,273.65,351274109
TAJGVK.NS,251,nan,458.4,281.35,46034084
TATAELXSI.NS,252,4605.1817543650795,5950.0,3353.8999,78327524
THERMAX.NS,251,nan,5277.7998,2742.7,49436648
TI.NS,251,nan,594.55,381.55,200015251
TIMKEN.NS,251,nan,3925.0,2800.5,13742710
TMCV.NS,211,420.6784360189573,509.0,306.3,2366885492
TOLINS.NS,251,nan,202.0,83.04,60092620
TRANSPEK.NS,102,nan,1475.0,952.3,1039314
TSLA,22,353.185,384.04,323.64,854189200
TVVISION.NS,24,3.810833333333333,4.79,3.23,1041713
VAML.NS,24,451.20208333333335,487.7,428.3,193779134
VCL.NS,24,1.7545833333333334,2.45,1.17,19539994
VELJAN.NS,14,1809.7642857142857,1890.0,1750.3,7790
VIKRAN.NS,24,63.76,74.69,56.8,37159663
WEIZMANIND.NS,24,76.44208333333334,80.5,70.86,19475
XELPMOC.NS,24,80.73416666666667,85.0,74.0,281416
20MICRONS.NS,250,191.75108000000003,237.45,129.61,58186827
AGARWALEYE.NS,250,478.41880000000003,568.0,401.0,99860649
AJMERA.NS,251,nan,221.4,98.03,123353542
AKASH.NS,249,nan,36.0,22.8,6281177
ANDHRAPAP.NS,251,nan,86.89,58.0,102960795
ANMOL.NS,250,nan,17.74,8.4,21262543
ANNAPURNA.NS,249,nan,287.0,120.75,24533213
ANUP.NS,250,2053.9571972,2576.0,1422.3,11248357
ARIHANT.NS,107,nan,1225.0,39.65,689441
AROGRANITE.NS,249,nan,45.63,18.67,7281312
ARROWGREEN.NS,250,nan,824.0,341.95,14426934
ARVINDFASN.NS,251,nan,579.0,366.2,70165660
ATUL.NS,251,6342.169322709164,7180.0,5560.5,8652752
AVTNPL.NS,249,nan,97.0,53.5,41427583
AWFIS.NS,252,392.6078571428571,639.4,229.05,113302898
AXISBANK.NS,251,1270.3266932270917,1418.3,1069.0,1653866048
BAFNAPH.NS,249,nan,318.5,94.77,3152991
BAJEL.NS,252,179.96904761904764,226.69,135.1,174834663
BALRAMCHIN.NS,252,512.0980158730158,780.95,393.55,301093898
BALUFORGE.NS,252,nan,697.0,341.05,258224503
BASML.NS,250,nan,31.9,17.05,36613666
BECTORFOOD.NS,251,220.78633466135463,285.04,165.0,481820015
BNAGROCHEM.NS,19,nan,249.0,201.4,231597
BUILDPRO.NS,169,nan,1380.0,636.0,14477447
BYKE.NS,249,nan,73.4,26.25,20248000
CLEAN.NS,251,847.5962151394422,1212.0,652.0,91780231
COMPEAU.NS,19,nan,420.0,318.0,46013
CRAMC.NS,228,266.73842105263157,353.4,214.2,267957791
CROMPTON.NS,251,nan,320.15,217.4,841501466
CYBERTECH.NS,250,nan,274.8,95.3,41939981
CYIENTDLM.NS,251,nan,1009.0,265.2,162368727
DABUR.NS,252,467.6555555555555,548.4,368.05,530945113
DBREALTY.NS,252,120.9719444444444,183.9,83.5,423614706
DDEVPLSTIK.NS,251,nan,360.0,185.15,35781262
DHARMAJ.NS,250,nan,353.0,210.65,13256895
DIACABS.NS,251,nan,379.0,115.57,810573793
DIAMINESQ.NS,249,nan,377.1,208.01,2701882
DPSCLTD.NS,250,nan,13.31,6.84,34136391
DSFCL.NS,144,nan,52.5,17.28,12201793
EIEL.NS,252,204.09027777777771,276.1,134.71,620877493
EIFFL.NS,249,nan,381.96,204.98,9548673
EIMCOELECO.NS,249,nan,2380.0,1405.5,18131443
ELECTHERM.NS,250,nan,1277.0,551.0,12691583
EXPLEOSOL.NS,250,nan,1175.1,640.0,17780377
FCL.NS,252,30.063837301587306,62.4,19.1,3227934337
GLOBUSSPR.NS,250,nan,1252.8,800.05,31712050
GOLDENTOBC.NS,249,nan,37.5,20.34,602947
GRANDOAK.NS,19,nan,40.99,34.1,102709
VIRAT.NS,14,419.75,494.4,268.05,267595
RATNAMANI.NS,250,nan,3345.0,1936.5,15010333
RBZJEWEL.NS,250,nan,204.7,100.0,67671351
REDINGTON.NS,252,269.8054365079365,403.25,191.31,1701017083
RENUKA.NS,252,25.696706349206348,33.3,21.05,2027224898
RISHABH.NS,249,nan,852.0,315.0,38531140
RTSPOWR.NS,19,nan,113.0,80.3,50061
RVTH.NS,251,nan,1300.0,491.1,411153
SAHYADRI.NS,249,nan,402.7,200.1,2331877
SAKAR.NS,251,588.3900398406375,1211.0,328.2,28823864
SAMMAANCAP.NS,252,155.48694444444445,192.95,129.0,4244389980
SANDHAR.NS,251,560.6478087649402,763.2,424.0,80006827
SETCO.NS,250,nan,28.62,11.56,34667022
SETUINFRA.NS,250,0.49444,0.77,0.37,14507394
MAXIND.NS,249,nan,241.57,120.0,22089861
MCLEODRUSS.NS,249,nan,78.41,28.5,137731505
MFSL.NS,251,nan,1892.5,1433.6,175942404
MOHITIND.NS,249,nan,39.89,18.6,5460957
MONTECARLO.NS,250,599.8259999999999,860.95,464.0,12670297
MSTCLTD.NS,252,nan,805.0,362.15,129762803
MUFTI.NS,251,nan,122.0,63.06,39247847
NAHARCAP.NS,249,nan,307.0,191.0,1522486
NAVINFLUOR.NS,251,6522.405180079681,8949.5,4498.5,54370421
NAVKARURB.NS,250,nan,2.93,0.7,423107521
NDGL.NS,249,nan,4050.0,2100.0,65626
NFL.NS,251,80.26011952191236,101.4,63.35,349497029
NILASPACES.NS,251,nan,20.47,11.35,184407170
NIRAJ.NS,250,nan,51.98,20.15,24460661
NOIDATOLL.NS,250,nan,7.43,2.87,50327947
NUVOCO.NS,252,nan,453.25,276.25,186304058
OIL.NS,252,449.2746031746032,531.0,392.45,1028762993
OILCOUNTUB.NS,250,nan,83.69,35.65,15231214
OMINFRAL.NS,250,nan,144.0,71.5,37776605
PETRONET.NS,251,nan,326.4,235.35,741527552
PGHH.NS,251,10922.320717131473,14509.0,7507.5,3037536
PNCINFRA.NS,251,233.1615537848605,325.0,158.17,122678243
PRUDENT.NS,250,nan,4105.5,2121.0,9427260
PUNJABCHEM.NS,249,nan,1533.9,876.6,5197040
PVRINOX.NS,252,1055.8228174603175,1284.5,907.4,97445100
SKMEGGPROD.NS,252,nan,372.0,143.1,126915820
INDIACEM.NS,251,nan,485.8,342.35,130471025
INDIANHUME.NS,250,nan,432.0,279.8,25002598
INDORAMA.NS,252,48.37063492063492,90.0,29.0,99850753
INGERRAND.NS,252,nan,4955.0,3063.3,4779125
INSPIRISYS.NS,249,nan,133.9,69.92,3093732
IOB.NS,252,35.540238095238095,41.8,31.2,1659218012
IRIS.NS,249,nan,388.1,203.0,7702009
ITI.NS,251,nan,372.85,237.0,644045311
JINDALPHOT.NS,249,nan,1616.6,971.1,5719795
JINDALPOLY.NS,251,nan,1026.45,365.0,45445409
JMFINANCIL.NS,251,138.2164541832669,184.54,112.0,880304666
JWL.NS,252,nan,358.25,235.65,932223102
JYOTHYLAB.NS,252,nan,328.05,188.1,159683302
KAJARIACER.NS,252,nan,1293.8,869.6,68256441
KALPATARU.NS,251,nan,429.3,258.0,30894652
KAVDEFENCE.NS,252,74.77325396825397,162.87,51.51,46222676
KIOCL.NS,252,384.1285714285713,634.55,290.65,138732614
KOKUYOCMLN.NS,251,nan,117.93,71.05,10864896
KOTARISUG.NS,251,nan,39.94,22.5,20361611
KSHINTL.NS,182,nan,1198.0,330.4,78162002
KSL.NS,252,794.453373015873,992.6,574.0,13698242
KSOLVES.NS,251,nan,353.99,245.75,15848798
KUANTUM.NS,249,nan,121.29,65.01,19521959
LASA.NS,248,8.721250000000001,14.08,5.67,12570764
LASERPOWER.NS,42,nan,343.5,250.0,146538305
LAXMICOT.NS,250,nan,25.48,11.36,9040549
LAXMIDENTL.NS,252,nan,377.05,155.88,88992867
LIBERTSHOE.NS,250,nan,404.95,210.5,11285350
LINDEINDIA.NS,250,nan,8049.0,5673.0,10379519
LKPSEC.NS,19,nan,18.43,14.01,266725
LOTUSEYE.NS,249,nan,147.0,97.59,6576652
MADHAVIPL.NS,19,nan,8.47,6.95,2894751
MAHABANK.NS,252,nan,94.5,53.52,4929647109
MARATHON.NS,251,nan,685.4,344.05,31325794
GREENLAM.NS,249,nan,278.63,197.59,43397178
GRPLTD.NS,249,nan,2360.6001,1500.0,731413
GSPCROP.NS,120,472.6479166666666,667.95,328.0,48172428
HAPPYFORGE.NS,252,nan,2470.0,888.75,19790031
HBESD.NS,19,nan,81.99,70.1,15458
HCLTECH.NS,252,1402.0392857142858,1780.1,1030.0,814052000
HILTON.NS,250,nan,56.65,13.43,70065126
HINDADH.NS,19,nan,402.65,342.0,337402
HMVL.NS,249,nan,108.16,55.2,15684683
HNDFDS.NS,251,nan,677.75,442.0,15922846
ICEMAKE.NS,251,nan,920.0,660.3,8031177
ICICIGI.NS,251,1830.7852589641438,2064.8999,1443.7,193777757
QUICKHEAL.NS,252,213.3430952380952,371.4,125.0,138241791
RAINBOW.NS,250,nan,1610.0,1084.0,38236394
RAJRATAN.NS,251,nan,563.95,305.55,52327407
SHEKHAWATI.NS,250,nan,25.75,9.12,13203320
SHIVAAGRO.NS,19,nan,45.9,37.0,103392
MSL.NS,19,nan,160.0,134.5,7564
IGCL.NS,251,nan,114.8,49.46,40584884
SPENCERS.NS,251,nan,61.4,24.38,23942408
SSDL.NS,251,nan,91.69,46.15,9001270
STARCEMENT.NS,250,nan,279.55,180.12,72771370
SUDARSCHEM.NS,251,nan,1603.0,726.4,58707555
SUPREMEINF.NS,250,nan,113.0,58.11,16569653
SUVEN.NS,251,nan,403.35,124.11,200773547
SWSOLAR.NS,251,210.8490438247012,272.8,148.0,597832304
SYMPHONY.NS,251,nan,970.45,564.0,29264934
TAKE.NS,250,nan,50.14,10.09,229585662
TERASOFT.NS,251,nan,598.0,245.0,5782239
TERAI.NS,19,nan,140.0,103.0,7253
TOUCHWOOD.NS,249,83.70570281124499,128.0,57.6,1740937
TREEHOUSE.NS,250,nan,11.0,5.52,9488545
TRIDENT.NS,251,nan,30.94,21.98,1780377394
TRIVENI.NS,251,nan,490.1,220.05,147845457
UMIYA-MRO.NS,24,91.70749999999998,105.9,86.25,603155
UNIVASTU.NS,24,156.88500000000002,178.98,128.02,4123716
UYFINCORP.NS,24,20.012500000000003,22.34,18.72,9815254
VERANDA.NS,24,247.3629166666667,267.45,226.1,20245729
VGL.NS,24,58.623333333333335,64.5,51.35,733755
VIPULLTD.NS,24,14.295833333333334,16.39,10.9,4001668
VIVOBIOT.NS,14,18.704285714285714,20.44,17.51,243440
VMM.NS,24,107.85625,115.4,102.34,374571232
WEALTH.NS,24,882.9770833333333,947.8,828.75,44011
ZENTEC.NS,24,1824.2708333333333,2043.7,1656.0,11990234
3PLAND.NS,250,nan,47.5,28.51,1469460
ADL.NS,249,nan,109.9,50.26,865595
ADVIKCA.NS,19,nan,1.26,0.91,6533902
AEGISVOPAK.NS,252,nan,311.49,158.0,289925131
AERONEU.NS,250,nan,112.94,63.21,12698463
AGL.NS,51,14.246666666666664,22.0,12.03,242744072
AIAENG.NS,249,nan,5180.0,3002.0,19819598
AJAXENGG.NS,251,nan,697.55,394.8,21256498
AKI.NS,249,nan,10.48,3.8,41289460
AKSHAR.NS,251,nan,0.76,0.36,335332418
AKSHOPTFBR.NS,250,nan,9.01,3.82,73359609
ALIVUS.NS,250,nan,1493.8,819.0,30223781
AMBUJACEM.NS,252,486.37103174603175,600.8,387.65,661652652
ANUHPHR.NS,251,nan,99.5,67.0,17184195
ARENTERP.NS,249,nan,60.79,30.01,1088250
ARFIN.NS,250,nan,106.2,41.6,322078101
ASIANTILES.NS,252,nan,79.06,42.5,1118104705
ASMS.NS,250,nan,17.03,6.66,274295927
AVONMORE.NS,250,nan,22.0,9.05,66205380
AXTEL.NS,19,nan,454.8,385.0,95533
AZADIND.NS,19,nan,98.99,83.25,624124
BAIDFIN.NS,249,nan,12.98,8.8,31636448
BBOX.NS,252,nan,1103.0,443.05,148668149
BCPL.NS,118,72.93762711864407,92.0,60.0,3813537
BERGEPAINT.NS,251,506.37290836653386,594.55,391.1,118417231
BI.NS,19,nan,111.51,85.0,2633184
BILVYAPAR.NS,250,nan,14.7,3.8,2580213
BIRLANU.NS,249,nan,2012.4,1190.1,5461693
BLIL.NS,19,71.79526315789474,73.4,67.79,1501378
BLKASHYAP.NS,251,nan,71.31,40.32,153233397
BLS.NS,252,283.91785714285714,372.45,218.9,864486116
BLUECOAST.NS,249,nan,71.47,18.57,1336042
BLUEJET.NS,252,519.7964285714286,721.0,325.0,172322488
BSOFT.NS,252,359.64186507936495,474.0,270.2,421226939
CAMPUS.NS,251,250.11250996015934,289.05,210.98,153120779
CGPOWER.NS,252,774.9628968253969,980.9,525.5,846496722
CGVAK.NS,19,nan,163.7,136.62,53152
COALINDIA.NS,252,421.97162698412694,491.25,369.6,2400546148
CYIENT.NS,252,nan,1284.7,750.3,133501790
DANGEE.NS,249,nan,5.08,2.54,28435609
DBCORP.NS,250,nan,287.9,184.51,46267718
DBEIL.NS,252,nan,18.56,5.151,281277732
DBOL.NS,250,nan,139.0,69.0,42938885
DIGISPICE.NS,250,nan,35.5,14.82,29951806
DIVGIITTS.NS,249,nan,1329.8,573.7,24517214
DIVISLAB.NS,251,nan,9615.0,5636.5,96642786
DODLA.NS,249,nan,1487.4,964.1,9830979
DONEAR.NS,250,91.27228000000001,116.51,77.6,11397356
EIHAHOTELS.NS,250,334.866,416.0,266.65,5227772
EKI.NS,19,nan,82.5,68.13,247876
EMUDHRA.NS,250,nan,710.1,364.55,40659091
FIBERWEB.NS,249,nan,49.9,25.17,9530249
FIRSTCRY.NS,252,261.3369841269841,406.0,166.95,715502066
GANDHITUBE.NS,249,nan,1010.0,681.05,3105394
GAUDIUMIVF.NS,136,nan,163.18,69.18,87549535
GENSOL.NS,251,nan,46.02,16.4,14538283
BLEL.NS,18,461.64444444444445,548.0,429.0,99200289
GLAXO.NS,251,nan,3120.7,2088.1001,22903697
GMMPFAUDLR.NS,250,nan,1352.0,735.0,38933338
GNA.NS,251,nan,601.65,295.0,60898084
GOKUL.NS,249,nan,46.8,31.0,23414058
VINCOFE.NS,24,159.47833333333335,189.4,143.4,76983925
WAAREERTL.NS,24,884.55625,924.0,844.5,2325366
RAMCOIND.NS,251,314.61039840637454,398.05,230.65,95975706
RETAIL.NS,250,nan,43.79,15.81,3110396
RICOAUTO.NS,252,118.63825396825398,157.99,78.92,1075896756
RKDL.NS,250,nan,32.48,16.3,6413652
RKEC.NS,251,nan,81.5,18.27,15102195
RMDRIP.NS,251,nan,72.2167,14.81,662115024
ROML.NS,250,nan,62.0,35.11,4679903
RUBYMILLS.NS,249,nan,488.3,169.02,11251768
RUCHINFRA.NS,249,nan,8.25,4.05,24664471
RVHL.NS,249,nan,71.36,28.5,8187063
SALSTEEL.NS,249,48.60164658634539,86.25,26.1,51455082
SATIN.NS,250,181.74444,274.14,135.81,112163059
MVGJL.NS,249,171.07759036144577,233.99,129.1,25891849
NDRAUTO.NS,250,819.9808000000003,1186.6,605.05,7961616
NORBTEAEXP.NS,249,nan,99.35,47.5,907535
NSLNISP.NS,251,nan,53.75,33.01,1602375154
NTPCGREEN.NS,252,96.3951984126984,119.95,84.0,1849281877
ONMOBILE.NS,251,nan,84.0,40.21,145692444
ORICONENT.NS,250,nan,73.12,48.81,39873079
ORIENTELEC.NS,251,nan,217.51,149.05,154334628
PAISALO.NS,252,46.90166666666667,84.6,30.0,2613749026
PARKHOSPS.NS,186,230.00215053763438,305.0,138.1,231191278
PBMPOLY.NS,19,nan,72.2,56.53,8512
PRAENG.NS,249,nan,33.88,17.0,16382984
PRESTIGE.NS,252,1529.6142857142859,1805.2,1090.0,186930860
PRITI.NS,249,nan,85.0,31.5,5441766
PRUDMOULI.NS,249,nan,38.98,11.26,13066571
PTL.NS,250,39.46748,43.77,36.1,12503094
SOLARWORLD.NS,238,nan,388.5,137.31,129199590
INDIGO.NS,250,5037.3648036,5970.0,3895.2,347013319
INDOFARM.NS,251,nan,271.69,110.7,90582047
INOXGREEN.NS,251,190.78856573705178,279.0,132.58,492865719
INTLCONV.NS,251,nan,114.54,60.0,34411267
IREDA.NS,252,131.34992063492066,163.35,108.65,1969655118
IRFC.NS,251,106.14426294820717,137.17,80.1,3201775220
IVALUE.NS,241,nan,340.0,207.35,97166940
JAYKAY.NS,195,nan,219.7,115.52,47999548
JHS.NS,251,nan,13.9,6.26,32397324
JINDALSTEL.NS,251,nan,1306.2,977.1,332221990
JINDRILL.NS,251,561.6928286852591,704.4,440.1,324628358
JPM,22,357.41136363636366,366.5,348.69,120716500
JPOLYINVST.NS,249,nan,1487.7,852.1,11858643
KAMANWALA.NS,19,nan,19.51,15.0,645084
KAPSTON.NS,251,nan,600.0,238.76,8491850
KAUSHALYA.NS,249,nan,1435.95,750.0,152398
KEYFINSERV.NS,250,nan,382.1,220.0,2373002
KPRMILL.NS,251,nan,1334.0,796.1,123122632
KRISHNADEF.NS,250,nan,1400.0,665.0,29985726
KSHITIJPOL.NS,249,nan,7.2,1.88,253590698
LAL.NS,249,nan,12.77,5.56,19164168
LANCORHOL.NS,250,nan,41.75,18.12,35885102
LENSKART.NS,213,507.337558685446,703.5,356.1,1341059709
LGBBROSLTD.NS,251,nan,2048.0,1314.9,16915668
LIKHITHA.NS,251,nan,272.0,131.45,21847668
MAHEPC.NS,251,122.18665338645417,160.8,91.91,10013738
MANAKALUCO.NS,251,33.01254980079681,68.12,21.73,57692053
MARICO.NS,251,nan,889.1,690.3,457597578
MASTERTR.NS,251,nan,164.5,55.6,242096071
MCCHRLS-B.NS,19,nan,799.0,625.1,12151
HARSHA.NS,250,nan,470.95,313.3,27934834
HINDUNILVR.NS,251,2275.399206772908,2667.2,1926.2,425795838
HLVLTD.NS,250,nan,12.6,5.6,82573978
HORIZONIND.NS,15,56.153333333333336,60.25,53.75,174024051
ICIL.NS,251,nan,474.65,216.9,202101322
RRIL.NS,19,nan,18.48,15.06,564579
SHARDACROP.NS,251,916.3683266932271,1297.0,755.55,95701213
SHILCTECH.NS,203,nan,5399.0,2852.5,6702554
SHILPAMED.NS,252,nan,980.1,259.5,220826666
SHIVATEX.NS,249,nan,217.92,126.06,2236409
SHREEJISPG.NS,252,411.88047619047614,721.5,222.0,269414110
SHRIKRISH.NS,17,nan,42.87,35.6,13540
SHRIPISTON.NS,250,nan,4785.7998,2525.8,24283954
SHUKRAPHAR.NS,21,nan,58.2,40.06,48813879
SICALLOG.NS,250,nan,122.5,60.11,7565222
SIGNPOST.NS,250,nan,336.8,191.41,55277242
SIKA.NS,19,1011.7105263157895,1111.0,962.5,1156156
SILVERTUC.NS,251,346.28932270916346,1117.45,100.5,153912910
MERCANTILE.NS,18,24.67611111111111,29.37,22.25,2781105
IGPL.NS,249,417.49718875502003,590.0,315.0,10732115
SHRADDHA.NS,19,nan,179.0,142.0,138437
SPIC.NS,250,75.21988,112.69,55.1,157166576
SRF.NS,251,nan,3210.0,2355.0,119364800
SRHHYPOLTD.NS,250,nan,624.3,382.4,2845083
STEELXIND.NS,251,nan,13.95,7.0,717818728
SUNTECK.NS,251,363.23984063745013,472.5,270.75,97172987
SURAJLTD.NS,250,nan,348.65,192.0,2811525
SURYAROSNI.NS,252,nan,314.5,187.35,158487156
SYRMA.NS,251,nan,1660.0,634.5,374807771
SYSTMTXC.NS,236,nan,177.9,51.89,58359675
TARACHAND.NS,250,nan,103.67,46.01,47933820
TARIL.NS,252,326.7893650793651,552.0,224.05,1166979404
TATAINVEST.NS,252,699.5694444444445,1184.7,538.85,592832234
TATAPOWER.NS,252,389.0287698412698,464.9,342.5,1349426594
TECHM.NS,252,1505.2293650793652,1854.0,1304.1,565369121
TEXINFRA.NS,250,101.20447999999998,121.3,82.5,37831599
TIIL.NS,249,nan,3565.3,1868.5,4978161
TIJARIA.NS,250,nan,9.54,3.55,21854645
TIL.NS,250,nan,371.95,161.25,76489952
TINNARUBR.NS,251,nan,1322.0,527.45,16770724
UCAL.NS,24,137.83416666666668,163.8,112.0,1533182
UNICHEMLAB.NS,24,531.7791666666667,600.0,482.3,7315046
VEDPOWER.NS,24,36.02791666666666,38.35,34.13,463205709
VENUSREM.NS,24,1657.6833333333334,1870.5,1446.9,954412
VIPIND.NS,24,307.8500000000001,329.65,294.35,8579065
VSTL.NS,24,109.98708333333333,118.35,101.0,380666
WAAREEENER.NS,24,2660.5416666666665,2730.0,2552.5,11318434
WENDT.NS,24,8115.958333333333,8682.5,7888.0,172960
WIPRO.NS,24,181.70374999999999,189.4,175.72,194054244
ZFSTEERING.NS,24,667.9625,695.0,650.05,108445
ZODIACLOTH.NS,24,74.74208333333333,78.47,71.43,95507
ZUARIIND.NS,24,268.34999999999997,297.0,252.4,2164442
63MOONS.NS,251,718.6625498007968,966.0,467.0,90423503
ABMKNO.NS,19,nan,200.0,180.0,18218
ADROITINFO.NS,249,nan,12.2,7.55,14303897
AGARIND.NS,249,nan,1006.0,360.0,23272390
AHLEAST.NS,249,nan,175.3,127.25,1408597
APTUS.NS,251,nan,343.55,193.03,369579926
ASTRAZEN.NS,250,nan,9849.5,6750.0,2606649
AUBANK.NS,251,963.7741035856574,1144.1,698.3,588238608
BAGFILMS.NS,252,nan,8.0,3.61,30248039
BBTCL.NS,249,201.10819277108433,262.0,156.0,1908566
BIOFILCHEM.NS,250,34.76872000000001,46.34,25.6,10538447
BIRLAPREC.NS,19,nan,62.0,35.65,8957998
BLUSPRING.NS,251,nan,139.8,43.98,136697483
BNALTD.NS,18,nan,415.7,355.1,16605
BOROSCI.NS,251,nan,180.8,96.64,34526722
BURNPUR.NS,251,nan,33.0,11.13,2551765
CAPITALSFB.NS,250,nan,323.7,206.55,10110536
CARYSIL.NS,252,nan,1280.9,732.1,31933205
CCAVENUE.NS,251,16.252669322709167,20.5,12.92,3281734824
CERA.NS,250,nan,6740.0,4461.1001,4438601
CFEL.NS,18,nan,49.41,28.16,1984470
CONTROLPR.NS,249,nan,899.0,517.0,12460064
CPPLUS.NS,252,2242.9468277777773,4094.0,1227.0,67015818
CRAFTSMAN.NS,249,8090.664658634538,11999.0,6324.0,17686435
CREST.NS,249,nan,418.0,298.15,3366073
DATAPATTNS.NS,251,3469.1976175298814,5000.0,2131.0,219645861
DCMNVL.NS,251,nan,198.58,95.6,3939580
DEEPAKNTR.NS,250,nan,1904.4,1280.0,53306622
DOLATALGO.NS,250,nan,95.76,64.96,94269158
DREAMFOLKS.NS,250,nan,160.0,56.0,40871600
DWARKESH.NS,250,nan,59.9,32.13,460731816
EASTSILK.NS,251,nan,99.25,37.19,445273
ELANTAS.NS,102,nan,14769.0,8900.0,271529
ELECTCAST.NS,251,nan,103.95,60.15,540841526
ELLEN.NS,251,nan,559.8,175.0,101952541
ESTER.NS,252,nan,132.45,68.55,38798489
EVERESTIND.NS,249,470.98815261044194,750.0,284.9,5209007
FACT.NS,251,856.6123505976095,1058.6,652.1,164709619
FAZE3Q.NS,250,nan,650.05,322.1,18328179
FEDFINA.NS,252,nan,178.48,119.07,332627506
FIEMIND.NS,251,nan,2674.8,1868.5,19238568
FOODSIN.NS,250,nan,94.26,44.0,30717615
FORCEMOT.NS,251,nan,26450.0,14911.0,24917861
GALLANTT.NS,250,624.9666,948.0,496.25,238528082
SUNSHINE.NS,14,438.6392857142858,524.95,363.6,62467513
GIPCL.NS,251,nan,211.71,119.9,105518792
GKENERGY.NS,240,140.7684583333333,239.6,87.2,272352241
GOCLCORP.NS,251,nan,459.9,223.35,45825892
VIRINCHI.NS,24,15.17,16.0,14.0,1536182
RALLIS.NS,252,254.11694444444447,344.4,200.52,208620818
REGAAL.NS,251,nan,111.88,57.27,239911478
ROSSARI.NS,251,539.9713147410359,690.3,375.0,27225262
RPOWER.NS,252,30.761111111111116,50.73,20.17,10631861005
RVNL.NS,251,288.3183665338645,400.7,202.04,1801892332
SAKUMA.NS,251,nan,3.1,1.1,353377476
SANATHAN.NS,251,nan,551.95,352.6,10203348
SASKEN.NS,250,nan,2780.2,991.0,19720237
SAURASHCEM.NS,251,nan,116.74,47.65,36233423
SEPC.NS,251,8.239721115537849,13.73,4.65,5337119493
SGL.NS,249,11.933092369477912,20.79,8.4,8369293
SGMART.NS,250,nan,860.6,313.1,87457678
SHADOWFAX.NS,158,nan,268.65,98.55,774011549
MICEL.NS,251,nan,77.18,29.97,554900257
MIDWESTLTD.NS,222,nan,1859.9,1005.5,24777774
MODIRUBBER.NS,250,nan,167.5,98.41,4537239
MOTILALOFS.NS,252,nan,1097.1,614.9,285052910
MTARTECH.NS,251,4481.308763346614,8714.0,1483.0,179960486
NAM-INDIA.NS,252,986.2434523809525,1269.5,795.8,248802185
NDTV.NS,251,nan,134.5,58.75,120775029
NETWORK18.NS,252,37.50083333333333,58.1,26.35,1137087679
NILE.NS,19,nan,1560.1,1437.1,61692
NITTAGELA.NS,101,nan,2087.2,882.0,1495344
OMAXAUTO.NS,250,nan,263.4,84.5,27098951
OMPOWER.NS,106,nan,206.0,158.01,26094281
